"person_id","sex","race","start_year","end_year","start_date","end_date","supervision_type","end_reason","offense_category"
"10126078","Male","White, non-Hispanic",2023,NA,2023-11-22,NA,"Probation",NA,"Property"
"10126093","Male","Black, non-Hispanic",2014,2019,2014-05-02,2019-10-11,"Parole","Completed","Property"
"10126106","Male","White, non-Hispanic",2023,NA,2023-08-12,NA,"Probation",NA,"Property"
"10126121","Male","White, non-Hispanic",2020,2020,2020-08-31,2020-09-12,"Probation","Completed","Violent"
"10126132","Male","Black, non-Hispanic",2021,NA,2021-11-19,NA,"Parole",NA,"Other"
"10126146","Male","Hispanic, any race",2021,2021,2021-05-09,2021-12-18,"Probation","Completed","Property"
"10126152","Male","White, non-Hispanic",2022,NA,2022-06-02,NA,"Parole",NA,"Other"
"10126153","Male","White, non-Hispanic",2019,2022,2019-05-01,2022-05-25,"Parole","Completed","Violent"
"10126162","Male","White, non-Hispanic",2012,2021,2012-08-30,2021-06-29,"Parole","Completed","Violent"
"10126162","Male","White, non-Hispanic",2019,2020,2019-03-06,2020-09-10,"Probation","Completed","Drugs"
"10126162","Male","White, non-Hispanic",2020,2022,2020-11-11,2022-07-07,"Parole","Revoked","Other"
"10126163","Male","White, non-Hispanic",2023,2023,2023-06-01,2023-07-22,"Probation","Completed","Property"
"10126164","Male","Black, non-Hispanic",2015,NA,2015-01-25,NA,"Parole",NA,"Violent"
"10126168","Male","White, non-Hispanic",2016,2020,2016-10-31,2020-07-28,"Probation","Completed","Other"
"10126179","Male","Black, non-Hispanic",2022,NA,2022-09-17,NA,"Probation",NA,"Violent"
"10126180","Male","Black, non-Hispanic",2020,2022,2020-03-29,2022-03-06,"Probation","Revoked","Drugs"
"10126188","Male","White, non-Hispanic",2022,2022,2022-11-29,2022-12-16,"Parole","Revoked","Property"
"10126201","Male","Black, non-Hispanic",2023,NA,2023-10-02,NA,"Parole",NA,"Drugs"
"10126203","Male","Hispanic, any race",2018,2020,2018-10-23,2020-10-30,"Probation","Completed","Drugs"
"10126207","Female","Black, non-Hispanic",2022,NA,2022-11-19,NA,"Probation",NA,"Violent"
"10126212","Female","White, non-Hispanic",2018,2020,2018-12-23,2020-07-31,"Parole","Completed","Property"
"10126224","Male","Black, non-Hispanic",2023,NA,2023-08-28,NA,"Parole",NA,"Drugs"
"10126241","Male","Black, non-Hispanic",2021,2021,2021-03-28,2021-11-15,"Probation","Completed","Drugs"
"10126248","Male","White, non-Hispanic",2022,2022,2022-11-27,2022-12-01,"Probation","Revoked","Drugs"
"10126253","Male","White, non-Hispanic",2022,2022,2022-02-06,2022-02-23,"Probation","Revoked","Drugs"
"10126269","Male","Other, non-Hispanic",2019,2019,2019-01-01,2019-06-30,"Parole","Revoked","Property"
"10126272","Male","White, non-Hispanic",2019,2020,2019-07-30,2020-11-28,"Parole","Completed","Property"
"10126277","Male","Black, non-Hispanic",2017,2021,2017-02-22,2021-06-01,"Probation","Revoked","Violent"
"10126281","Male","White, non-Hispanic",2023,NA,2023-08-02,NA,"Probation",NA,"Property"
"10126292","Male","Other, non-Hispanic",2019,2022,2019-03-24,2022-02-20,"Probation","Completed","Property"
"10126299","Male","Black, non-Hispanic",2023,2023,2023-06-24,2023-07-23,"Probation","Completed","Other"
"10126311","Male","Black, non-Hispanic",2008,2023,2008-01-17,2023-04-29,"Probation","Completed","Property"
"10126316","Male","White, non-Hispanic",2019,2021,2019-02-20,2021-01-27,"Parole","Completed","Property"
"10126321","Male","White, non-Hispanic",2020,NA,2020-06-03,NA,"Probation",NA,"Violent"
"10126324","Male","Missing",2013,NA,2013-06-29,NA,"Parole",NA,"Violent"
"10126330","Male","Black, non-Hispanic",2019,2022,2019-10-17,2022-01-25,"Probation","Completed","Violent"
"10126339","Male","White, non-Hispanic",2018,2019,2018-04-28,2019-09-01,"Probation","Completed","Violent"
"10126339","Male","White, non-Hispanic",2020,2021,2020-04-09,2021-04-10,"Parole","Completed","Other"
"10126340","Male","Missing",2017,2020,2017-01-22,2020-08-08,"Parole","Revoked","Drugs"
"10126353","Male","White, non-Hispanic",2015,2020,2015-04-13,2020-03-17,"Probation","Other","Drugs"
"10126357","Male","White, non-Hispanic",2023,NA,2023-03-24,NA,"Parole",NA,"Property"
"10126359","Male","White, non-Hispanic",2020,2022,2020-09-10,2022-05-23,"Probation","Revoked","Drugs"
"10126368","Male","Hispanic, any race",2020,2020,2020-03-28,2020-12-27,"Parole","Completed","Property"
"10126369","Male","Black, non-Hispanic",2013,NA,2013-01-10,NA,"Probation",NA,"Drugs"
"10126375","Female","White, non-Hispanic",2019,2021,2019-09-14,2021-08-12,"Probation","Completed","Property"
"10126386","Male","Missing",2020,NA,2020-05-22,NA,"Probation",NA,"Property"
"10126387","Female","White, non-Hispanic",2020,2020,2020-04-20,2020-09-20,"Probation","Completed","Property"
"10126415","Male","Missing",2021,2021,2021-06-07,2021-06-27,"Parole","Completed","Drugs"
"10126418","Male","White, non-Hispanic",2022,2022,2022-02-28,2022-10-14,"Probation","Revoked","Property"
"10126437","Male","White, non-Hispanic",2019,2019,2019-01-14,2019-08-15,"Probation","Completed","Other"
"10126469","Male","White, non-Hispanic",2022,NA,2022-04-29,NA,"Probation",NA,"Violent"
"10126476","Male","Hispanic, any race",2018,NA,2018-09-11,NA,"Probation",NA,"Violent"
"10126479","Male","White, non-Hispanic",2020,2022,2020-08-25,2022-06-24,"Parole","Revoked","Drugs"
"10126484","Male","White, non-Hispanic",2021,2023,2021-05-13,2023-12-17,"Parole","Revoked","Drugs"
"10126495","Male","Hispanic, any race",2005,NA,2005-11-28,NA,"Probation",NA,"Violent"
"10126519","Male","Black, non-Hispanic",2020,2021,2020-12-06,2021-12-08,"Probation","Completed","Property"
"10126526","Male","White, non-Hispanic",2018,2022,2018-07-21,2022-11-20,"Probation","Completed","Drugs"
"10126526","Male","White, non-Hispanic",2023,NA,2023-06-26,NA,"Parole",NA,"Other"
"10126533","Male","Hispanic, any race",2020,NA,2020-11-19,NA,"Parole",NA,"Drugs"
"10126539","Male","Hispanic, any race",2020,2021,2020-05-27,2021-12-13,"Probation","Revoked","Violent"
"10126551","Male","Black, non-Hispanic",2018,2019,2018-06-01,2019-12-12,"Probation","Other","Drugs"
"10126600","Male","White, non-Hispanic",2015,2020,2015-12-18,2020-11-14,"Parole","Other","Other"
"10126645","Male","Black, non-Hispanic",2015,2020,2015-06-16,2020-03-27,"Probation","Revoked","Other"
"10126652","Male","White, non-Hispanic",2021,2023,2021-09-08,2023-02-05,"Probation","Completed","Drugs"
"10126655","Male","Black, non-Hispanic",2019,2019,2019-05-18,2019-10-26,"Parole","Completed","Violent"
"10126659","Male","White, non-Hispanic",2018,2019,2018-04-10,2019-12-29,"Parole","Revoked","Property"
"10126667","Male","Hispanic, any race",2021,2023,2021-02-27,2023-09-02,"Probation","Completed","Other"
"10126671","Male","Hispanic, any race",2017,NA,2017-01-31,NA,"Probation",NA,"Violent"
"10126674","Male","Black, non-Hispanic",2021,2021,2021-01-31,2021-05-11,"Parole","Revoked","Property"
"10126680","Male","Missing",2019,2022,2019-11-22,2022-08-28,"Probation","Completed","Other"
"10126693","Male","Hispanic, any race",2021,2021,2021-02-02,2021-02-25,"Probation","Completed","Drugs"
"10126698","Male","White, non-Hispanic",2019,2020,2019-02-07,2020-11-23,"Probation","Completed","Other"
"10126714","Male","Missing",2020,2022,2020-04-03,2022-02-26,"Probation","Completed","Drugs"
"10126720","Male","Black, non-Hispanic",2023,NA,2023-07-17,NA,"Probation",NA,"Violent"
"10126735","Male","Black, non-Hispanic",2011,2019,2011-11-04,2019-12-22,"Probation","Revoked","Other"
"10126740","Female","White, non-Hispanic",2020,2020,2020-06-06,2020-11-17,"Probation","Revoked","Property"
"10126767","Female","White, non-Hispanic",2019,2020,2019-08-03,2020-12-17,"Parole","Other","Property"
"10126787","Male","Black, non-Hispanic",2019,2021,2019-12-13,2021-01-09,"Parole","Completed","Other"
"10126808","Male","White, non-Hispanic",2016,NA,2016-03-19,NA,"Probation",NA,"Property"
"10126809","Male","Other, non-Hispanic",2019,2020,2019-01-07,2020-10-15,"Parole","Completed","Property"
"10126841","Male","White, non-Hispanic",2017,NA,2017-07-21,NA,"Probation",NA,"Drugs"
"10126842","Male","Black, non-Hispanic",2020,2021,2020-01-13,2021-10-30,"Probation","Revoked","Property"
"10126859","Male","Hispanic, any race",2019,2023,2019-03-23,2023-02-25,"Parole","Completed","Drugs"
"10126862","Male","Black, non-Hispanic",2022,2023,2022-08-29,2023-09-17,"Parole","Revoked","Violent"
"10126866","Male","Black, non-Hispanic",2018,NA,2018-11-11,NA,"Probation",NA,"Drugs"
"10126884","Male","White, non-Hispanic",2018,NA,2018-07-31,NA,"Parole",NA,"Violent"
"10126890","Male","White, non-Hispanic",2018,2020,2018-03-20,2020-03-15,"Probation","Completed","Drugs"
"10126900","Male","White, non-Hispanic",2015,2021,2015-09-15,2021-06-08,"Probation","Other","Violent"
"10126918","Male","Black, non-Hispanic",2018,2020,2018-06-08,2020-10-21,"Parole","Completed","Violent"
"10126924","Male","Other, non-Hispanic",2019,NA,2019-08-24,NA,"Parole",NA,"Violent"
"10126943","Female","Black, non-Hispanic",2006,2019,2006-07-29,2019-09-24,"Probation","Completed","Drugs"
"10127009","Male","Black, non-Hispanic",2021,NA,2021-02-06,NA,"Probation",NA,"Violent"
"10127010","Female","White, non-Hispanic",2023,NA,2023-09-11,NA,"Parole",NA,"Other"
"10127013","Male","White, non-Hispanic",2022,2022,2022-02-08,2022-04-16,"Probation","Other","Drugs"
"10127022","Female","Missing",2019,2019,2019-06-13,2019-10-16,"Probation","Revoked","Other"
"10127022","Female","Missing",2019,NA,2019-11-27,NA,"Parole",NA,"Other"
"10127022","Female","Missing",2020,2020,2020-01-10,2020-04-19,"Probation","Completed","Drugs"
"10127030","Male","White, non-Hispanic",2011,2020,2011-09-01,2020-09-06,"Parole","Revoked","Drugs"
"10127041","Male","White, non-Hispanic",2020,NA,2020-07-20,NA,"Parole",NA,"Other"
"10127046","Female","Hispanic, any race",2019,NA,2019-10-31,NA,"Probation",NA,"Violent"
"10127058","Male","Missing",2018,2020,2018-12-27,2020-02-20,"Parole","Completed","Other"
"10127065","Male","Black, non-Hispanic",2019,2019,2019-12-10,2019-12-17,"Parole","Completed","Violent"
"10127078","Male","White, non-Hispanic",2023,2023,2023-09-21,2023-09-22,"Probation","Revoked","Property"
"10127083","Male","Missing",2023,NA,2023-05-01,NA,"Probation",NA,"Violent"
"10127086","Male","Black, non-Hispanic",2021,2022,2021-06-30,2022-07-21,"Parole","Completed","Other"
"10127130","Male","Missing",2017,NA,2017-07-17,NA,"Parole",NA,"Violent"
"10127136","Male","White, non-Hispanic",2020,2020,2020-04-08,2020-07-09,"Parole","Completed","Other"
"10127141","Male","White, non-Hispanic",2021,2023,2021-10-06,2023-04-16,"Probation","Completed","Violent"
"10127157","Male","Black, non-Hispanic",2019,2019,2019-08-22,2019-09-19,"Probation","Revoked","Other"
"10127162","Male","Missing",2023,NA,2023-08-10,NA,"Parole",NA,"Property"
"10127171","Male","Black, non-Hispanic",2019,2019,2019-09-03,2019-09-18,"Parole","Completed","Property"
"10127173","Male","Other, non-Hispanic",2023,NA,2023-10-24,NA,"Parole",NA,"Violent"
"10127181","Male","Black, non-Hispanic",2020,2020,2020-11-02,2020-12-21,"Probation","Completed","Property"
"10127203","Male","White, non-Hispanic",2018,2020,2018-12-23,2020-08-02,"Probation","Revoked","Other"
"10127207","Male","Black, non-Hispanic",2020,2020,2020-02-18,2020-06-21,"Parole","Completed","Violent"
"10127226","Male","Hispanic, any race",2022,2022,2022-02-04,2022-12-28,"Parole","Revoked","Other"
"10127235","Male","White, non-Hispanic",2020,2023,2020-11-01,2023-07-15,"Probation","Completed","Violent"
"10127237","Male","White, non-Hispanic",2019,2020,2019-03-25,2020-07-02,"Probation","Completed","Drugs"
"10127252","Male","White, non-Hispanic",2023,NA,2023-06-03,NA,"Probation",NA,"Property"
"10127269","Female","White, non-Hispanic",2019,2019,2019-02-23,2019-11-12,"Probation","Completed","Drugs"
"10127274","Male","White, non-Hispanic",2019,2019,2019-11-10,2019-12-28,"Probation","Revoked","Other"
"10127287","Female","Black, non-Hispanic",2017,2020,2017-05-06,2020-07-12,"Probation","Completed","Violent"
"10127290","Male","Black, non-Hispanic",2019,2020,2019-03-22,2020-10-11,"Probation","Completed","Other"
"10127305","Male","Black, non-Hispanic",2021,2021,2021-11-10,2021-12-01,"Parole","Revoked","Property"
"10127309","Female","Other, non-Hispanic",2023,NA,2023-05-02,NA,"Probation",NA,"Drugs"
"10127325","Male","Hispanic, any race",2021,2021,2021-06-17,2021-12-30,"Probation","Revoked","Property"
"10127332","Male","Other, non-Hispanic",2018,2020,2018-05-12,2020-06-02,"Probation","Revoked","Property"
"10127349","Male","White, non-Hispanic",2018,2019,2018-06-16,2019-11-25,"Parole","Completed","Other"
"10127350","Male","Hispanic, any race",2018,2023,2018-02-17,2023-04-26,"Parole","Completed","Other"
"10127361","Female","Other, non-Hispanic",2022,2022,2022-04-08,2022-12-23,"Parole","Other","Drugs"
"10127385","Male","Black, non-Hispanic",2018,2020,2018-10-03,2020-01-01,"Parole","Completed","Drugs"
"10127387","Male","White, non-Hispanic",2019,2022,2019-05-24,2022-04-04,"Parole","Revoked","Violent"
"10127400","Male","White, non-Hispanic",2022,2022,2022-07-02,2022-11-20,"Probation","Completed","Drugs"
"10127406","Male","White, non-Hispanic",2021,2021,2021-02-07,2021-09-20,"Probation","Completed","Property"
"10127409","Male","Black, non-Hispanic",2017,2019,2017-06-14,2019-09-02,"Parole","Revoked","Other"
"10127434","Male","White, non-Hispanic",2017,2022,2017-05-16,2022-09-10,"Probation","Completed","Violent"
"10127443","Female","Black, non-Hispanic",2016,2019,2016-08-13,2019-08-30,"Probation","Completed","Violent"
"10127450","Male","White, non-Hispanic",2019,2019,2019-05-01,2019-10-04,"Parole","Revoked","Other"
"10127454","Male","Black, non-Hispanic",2018,NA,2018-11-27,NA,"Probation",NA,"Violent"
"10127454","Male","Black, non-Hispanic",2022,NA,2022-01-31,NA,"Parole",NA,"Property"
"10127456","Male","White, non-Hispanic",2019,2019,2019-12-14,2019-12-17,"Probation","Completed","Other"
"10127465","Male","Missing",2022,NA,2022-06-09,NA,"Probation",NA,"Other"
"10127466","Male","White, non-Hispanic",2018,2020,2018-12-06,2020-05-10,"Probation","Revoked","Property"
"10127467","Male","White, non-Hispanic",2018,2021,2018-11-29,2021-02-27,"Probation","Completed","Property"
"10127472","Male","White, non-Hispanic",2023,2023,2023-08-15,2023-12-27,"Parole","Completed","Property"
"10127509","Male","Hispanic, any race",2018,2020,2018-12-05,2020-07-15,"Probation","Revoked","Violent"
"10127514","Male","Black, non-Hispanic",2017,NA,2017-06-13,NA,"Probation",NA,"Violent"
"10127530","Male","Black, non-Hispanic",2020,2022,2020-02-05,2022-12-20,"Probation","Completed","Violent"
"10127532","Female","Hispanic, any race",2019,NA,2019-11-03,NA,"Probation",NA,"Drugs"
"10127565","Male","Hispanic, any race",2020,2022,2020-09-10,2022-04-15,"Probation","Other","Drugs"
"10127578","Female","Missing",2021,2023,2021-08-08,2023-05-22,"Probation","Revoked","Violent"
"10127583","Male","White, non-Hispanic",2018,2022,2018-08-31,2022-11-03,"Probation","Completed","Violent"
"10127589","Male","White, non-Hispanic",2020,2021,2020-01-07,2021-05-28,"Probation","Completed","Other"
"10127591","Male","White, non-Hispanic",2023,2023,2023-08-19,2023-10-09,"Probation","Revoked","Violent"
"10127599","Male","Hispanic, any race",2020,NA,2020-05-30,NA,"Probation",NA,"Property"
"10127603","Male","Hispanic, any race",2019,2021,2019-10-08,2021-02-27,"Probation","Completed","Drugs"
"10127616","Female","Black, non-Hispanic",2020,2020,2020-02-15,2020-03-31,"Parole","Completed","Violent"
"10127653","Male","White, non-Hispanic",2019,2020,2019-01-31,2020-06-18,"Probation","Completed","Missing"
"10127668","Male","Black, non-Hispanic",2019,2021,2019-06-26,2021-03-20,"Probation","Completed","Other"
"10127669","Female","White, non-Hispanic",2023,NA,2023-11-17,NA,"Probation",NA,"Drugs"
"10127693","Male","White, non-Hispanic",2018,2020,2018-03-20,2020-02-27,"Parole","Completed","Other"
"10127698","Male","Other, non-Hispanic",2023,NA,2023-05-26,NA,"Probation",NA,"Property"
"10127701","Male","White, non-Hispanic",2018,2019,2018-07-07,2019-11-17,"Probation","Completed","Drugs"
"10127702","Male","White, non-Hispanic",2017,2020,2017-04-03,2020-04-18,"Probation","Completed","Violent"
"10127707","Male","White, non-Hispanic",2023,NA,2023-07-02,NA,"Parole",NA,"Violent"
"10127708","Male","White, non-Hispanic",2022,2022,2022-03-01,2022-04-26,"Probation","Completed","Drugs"
"10127723","Male","White, non-Hispanic",2017,2021,2017-11-13,2021-06-26,"Probation","Completed","Violent"
"10127726","Male","White, non-Hispanic",2023,NA,2023-03-30,NA,"Probation",NA,"Drugs"
"10127734","Male","Black, non-Hispanic",2018,2019,2018-07-07,2019-07-28,"Probation","Revoked","Violent"
"10127739","Male","White, non-Hispanic",2019,2020,2019-04-15,2020-05-16,"Probation","Completed","Violent"
"10127748","Male","Black, non-Hispanic",2021,NA,2021-04-23,NA,"Probation",NA,"Violent"
"10127750","Male","White, non-Hispanic",2019,2021,2019-11-11,2021-01-25,"Probation","Completed","Property"
"10127751","Male","Missing",2020,2021,2020-07-13,2021-10-23,"Parole","Completed","Property"
"10127754","Male","Black, non-Hispanic",2019,2019,2019-11-26,2019-12-31,"Parole","Completed","Drugs"
"10127756","Male","Hispanic, any race",2023,2023,2023-05-02,2023-12-31,"Probation","Other","Property"
"10127778","Male","White, non-Hispanic",2017,2022,2017-10-22,2022-12-12,"Parole","Completed","Violent"
"10127785","Male","Black, non-Hispanic",2004,2023,2004-05-12,2023-08-25,"Probation","Revoked","Violent"
"10127803","Male","Black, non-Hispanic",2021,2022,2021-02-08,2022-07-10,"Parole","Completed","Property"
"10127810","Female","White, non-Hispanic",2017,2021,2017-10-19,2021-07-18,"Probation","Revoked","Violent"
"10127828","Male","Black, non-Hispanic",2018,2019,2018-06-17,2019-12-15,"Parole","Completed","Drugs"
"10127828","Male","Black, non-Hispanic",2020,2021,2020-06-08,2021-06-28,"Probation","Revoked","Other"
"10127830","Male","White, non-Hispanic",2022,2023,2022-03-30,2023-08-07,"Probation","Completed","Other"
"10127836","Male","Black, non-Hispanic",2020,2020,2020-02-01,2020-03-15,"Probation","Revoked","Other"
"10127836","Male","Black, non-Hispanic",2021,2022,2021-08-15,2022-09-10,"Probation","Other","Other"
"10127849","Female","White, non-Hispanic",2021,2022,2021-02-08,2022-09-20,"Probation","Completed","Property"
