"id","gender","race","hearing_year","hearing_type","risk_level"
678,"Male","Unknown",2018,NA,"Medium"
679,"Male","White",2022,"Revocation","High"
680,"Male","White",2019,"Regular","Medium"
681,"Male","White",2017,"Other","Medium"
682,"Male","White",2021,"Regular","High"
683,"Male","American Indian or Alaskan Native",2022,"Revocation","Medium"
684,"Male","White",2017,"Regular","High"
685,"Male","White",2019,"Regular","High"
686,"Male","White",2018,NA,"Medium"
687,"Male","White",2021,"Regular","High"
688,"Male","White",2023,"Revocation","High"
689,"Male","White",2022,"Revocation","High"
690,"Male","Black",2022,"Regular","High"
691,"Male","White",2019,"Regular","High"
692,"Male","American Indian or Alaskan Native",2020,"Regular","Medium"
693,"Female","White",2022,"Regular","Low"
694,"Male","White",2022,"Revocation","High"
695,"Female","White",2022,"Revocation","Medium"
696,"Male",NA,2017,"Regular","Medium"
697,"Male","White",2018,NA,"Medium"
698,"Male","White",2021,"Regular","High"
699,"Male","White",2022,"Revocation","Medium"
700,"Female","White",2020,"Regular","Medium"
701,"Male","American Indian or Alaskan Native",2018,NA,"Medium"
702,"Male","White",2018,NA,"High"
703,"Male",NA,2022,"Revocation","Medium"
704,NA,"White",2019,"Regular","Medium"
705,"Male","White",2020,"Regular","High"
706,"Male","White",2018,NA,"High"
707,"Male","White",2016,"Other","Medium"
708,"Male","White",2019,"Regular","Medium"
709,"Male","White",2018,NA,"High"
710,NA,"White",2017,"Other","Low"
711,"Male","White",2016,"Disciplinary","High"
712,"Male","White",2019,"Regular",NA
713,"Male","White",2018,NA,NA
714,"Female","White",2022,"Revocation","Low"
715,"Male","White",2020,"Regular","Medium"
716,"Female","White",2022,"Revocation","Medium"
717,NA,"White",2018,NA,"Low"
718,"Male","White",2016,"Disciplinary","Medium"
719,"Male","White",2022,"Regular","High"
720,"Male","White",2022,"Revocation","High"
721,"Male","White",2019,"Regular","Medium"
722,"Male","White",2023,"Revocation","High"
723,"Male","American Indian or Alaskan Native",2023,"Revocation","High"
724,"Male","White",2016,"Other","High"
725,"Male","White",2021,"Regular","High"
726,"Male","American Indian or Alaskan Native",2016,"Disciplinary","High"
727,"Male","Black",2017,"Regular","Medium"
728,"Female","White",2018,NA,"Medium"
729,"Male","White",2020,"Regular","High"
730,"Male","White",2017,"Other","High"
731,"Female","White",2021,"Regular","Medium"
732,"Female","White",2018,NA,"Medium"
733,"Male","White",2021,"Regular","High"
734,"Male","White",2022,"Revocation","High"
735,"Male","White",2020,"Regular","High"
736,"Female","White",2023,"Revocation","Low"
737,"Male","White",2023,"Revocation","Medium"
738,"Male",NA,2022,"Revocation",NA
739,"Male","White",2017,"Other","Medium"
740,"Female","White",2020,"Regular","Low"
741,"Male",NA,2023,"Revocation","High"
742,"Male","White",2019,"Regular","High"
743,"Male",NA,2020,"Regular","High"
744,"Male","White",2017,"Regular","Medium"
745,"Male","White",2022,"Revocation","High"
746,"Female","White",2018,NA,"Low"
747,NA,"White",2023,"Revocation","Low"
748,"Male","White",2018,NA,"High"
749,"Male","White",2018,NA,"Medium"
750,"Male","White",2018,NA,"High"
751,"Female","White",2017,"Regular","Medium"
752,"Male","White",2020,"Regular","High"
753,"Male","White",2019,"Regular","High"
754,"Male","White",2018,NA,"High"
755,"Male","White",2020,"Regular","High"
756,"Male","American Indian or Alaskan Native",2021,"Regular","High"
757,"Male","White",2021,"Regular","High"
758,"Male","White",2021,"Regular","High"
759,"Male","White",2023,"Revocation","High"
760,"Male","White",2019,"Regular",NA
761,"Male","White",2019,"Regular","High"
762,"Male","American Indian or Alaskan Native",2021,"Regular","High"
763,"Male","White",2021,"Regular","High"
764,"Male","White",2019,"Regular","High"
765,"Male","Black",2022,"Revocation","Medium"
766,"Male","White",2022,"Revocation","Medium"
767,"Male","White",2017,"Regular","Medium"
768,"Male","White",2019,"Regular","High"
769,"Female","White",2019,"Regular","Medium"
770,"Female","White",2016,"Disciplinary","Medium"
771,"Male","White",2016,"Disciplinary","High"
772,"Male","White",2019,"Regular","High"
773,"Male","White",2017,"Regular","High"
774,"Male","White",2021,"Regular","High"
775,"Female","White",2022,"Regular","Medium"
776,"Male","White",2019,"Regular","High"
777,"Male","White",2019,"Regular","High"
778,"Male","White",2023,"Revocation","High"
779,"Male",NA,2021,"Regular","High"
780,"Male","White",2022,"Revocation","Medium"
781,"Male","White",2017,"Regular","High"
782,"Male","White",2021,"Regular","Medium"
783,NA,"Unknown",2023,"Revocation","High"
784,"Male","White",2023,"Revocation","High"
785,"Female","White",2019,"Regular","Medium"
786,"Male","White",2017,"Regular",NA
787,"Female","White",2016,"Other","Medium"
788,"Male","White",2018,NA,"Medium"
789,"Female","White",2020,"Regular","Medium"
790,"Male","White",2022,"Revocation","Medium"
791,"Female","White",2017,"Regular","Medium"
792,"Male","White",2019,"Regular","Medium"
793,"Male","White",2019,"Regular","Medium"
794,"Male","White",2020,"Regular","Medium"
795,"Male","White",2022,"Revocation","High"
796,"Male","White",2022,"Revocation","High"
797,"Male","White",2016,"Other","High"
798,"Female","White",2023,"Revocation","Low"
799,"Male","White",2022,"Revocation","High"
800,"Male","White",2017,"Regular","High"
801,"Male","White",2023,"Revocation","High"
802,"Male","White",2023,"Revocation","High"
803,"Male","White",2018,NA,"Medium"
804,"Female","White",2019,"Regular","Low"
805,"Male","White",2020,"Regular","Medium"
806,"Male","White",2022,"Revocation","Medium"
807,"Male","White",2021,"Regular","High"
808,"Male","White",2019,"Regular","Medium"
809,"Male","White",2020,"Regular","Medium"
810,"Male",NA,2021,"Regular","High"
811,"Male","White",2023,"Revocation","Medium"
812,"Female","White",2019,"Regular","Medium"
813,"Male","White",2018,NA,"Medium"
814,"Male","White",2017,"Regular","High"
815,"Female",NA,2021,"Regular","Medium"
816,"Male","White",2023,"Revocation","Medium"
817,"Male","White",2019,"Regular","Medium"
818,"Male","White",2023,"Revocation","Medium"
819,"Male","White",2018,NA,"Medium"
820,"Male","White",2023,"Revocation","High"
821,"Male","White",2023,"Revocation","High"
822,"Male","White",2020,"Regular","High"
823,"Male","White",2021,"Regular","High"
824,"Male","White",2021,"Regular","High"
825,"Male","White",2021,"Regular","High"
826,"Male","White",2017,"Other","Medium"
827,"Female","White",2016,"Other","Medium"
828,"Male","American Indian or Alaskan Native",2019,"Regular","High"
829,"Male","White",2022,"Revocation","High"
830,"Male","White",2022,"Revocation","High"
831,"Male","White",2023,"Revocation","High"
832,"Male",NA,2016,"Other","Medium"
833,"Male","White",2019,"Regular","High"
834,"Female","White",2019,"Regular","Low"
835,"Male","White",2021,"Regular","High"
836,"Female","Black",2018,NA,"Medium"
837,"Male","White",2019,"Regular","Medium"
838,"Male","White",2018,NA,"High"
839,"Male","White",2016,"Other","Medium"
840,"Female","White",2018,NA,"Medium"
841,"Male","White",2019,"Regular","Medium"
842,"Female","White",2020,"Regular","Medium"
843,"Male","White",2021,"Regular","Medium"
844,"Male","White",2019,"Regular","Medium"
845,"Male","White",2022,"Revocation",NA
846,"Male","White",2021,"Regular","High"
847,"Female","White",2021,"Regular","Medium"
848,"Male","White",2022,"Revocation","High"
849,"Male","White",2023,"Revocation","High"
850,"Male","White",2022,"Revocation","Medium"
851,"Male","White",2020,"Regular","High"
852,"Male","White",2020,"Regular","Medium"
853,"Male","American Indian or Alaskan Native",2019,"Regular","High"
854,"Male","White",2021,"Regular","High"
855,"Male","White",2019,"Regular","High"
856,"Female","White",2023,"Revocation","Medium"
857,"Male","White",2016,"Other","High"
858,"Male","Black",2023,"Revocation","Medium"
859,NA,"White",2020,"Regular","Low"
860,"Male","White",2022,"Revocation","High"
861,"Male","White",2023,"Revocation","Medium"
862,"Female","White",2021,"Regular","Medium"
863,"Male","White",2023,"Revocation","Medium"
864,"Male","White",2022,"Regular","High"
865,"Male","White",2022,"Regular","High"
866,"Male","White",2021,"Regular","High"
867,"Male","White",2021,"Regular","Medium"
868,NA,"White",2018,NA,"Medium"
869,"Male","White",2023,"Revocation","Medium"
870,"Male","Black",2020,"Regular","High"
871,NA,"White",2019,"Regular","Low"
872,"Male","White",2023,"Revocation","High"
873,"Female","White",2017,"Regular","Low"
874,NA,"White",2018,NA,"Medium"
875,"Male","White",2020,"Regular","High"
876,"Female","White",2022,"Revocation","Medium"
877,"Male","White",2023,"Revocation","Medium"
878,"Male","White",2023,"Revocation","Medium"
879,"Male","White",2021,"Regular","High"
880,"Male","White",2017,"Regular","Medium"
881,"Female","White",2022,"Revocation","Medium"
882,"Female","White",2016,"Other","Medium"
883,"Male","White",2022,"Revocation",NA
884,"Male",NA,2016,"Other","High"
885,"Male","White",2019,"Regular","Medium"
886,"Male","White",2019,"Regular","High"
887,"Male","White",2021,"Regular","Medium"
888,"Male","Unknown",2020,"Regular","High"
889,"Male","White",2018,NA,"High"
890,"Male","White",2016,"Disciplinary","High"
891,"Male","White",2023,"Revocation","Medium"
892,"Female","White",2021,"Regular","Medium"
893,"Male","White",2021,"Regular","Medium"
894,"Male","White",2018,NA,"High"
895,"Male","White",2022,"Revocation","High"
896,"Male","White",2021,"Regular","High"
897,"Male","Unknown",2021,"Regular","High"
898,"Male","White",2022,"Revocation",NA
899,"Male",NA,2017,"Regular","Medium"
900,"Male","White",2022,"Revocation","High"
901,"Male","White",2018,NA,"Medium"
902,"Male","White",2017,"Other","Medium"
903,"Male","Black",2018,NA,"High"
904,"Male","White",2023,"Revocation","High"
905,"Male","White",2018,NA,"High"
906,"Male","White",2020,"Regular","High"
907,"Male","White",2017,"Regular","High"
908,"Male","Unknown",2017,"Regular","High"
909,"Male","White",2019,"Regular","Medium"
910,"Male","White",2023,"Revocation","High"
911,"Female","White",2020,"Regular","Medium"
912,"Male","White",2017,"Regular",NA
913,"Male","White",2018,NA,"Medium"
914,"Male","White",2021,"Regular","High"
915,"Male","White",2017,"Regular","High"
916,"Female","White",2022,"Revocation","Medium"
917,"Male","White",2018,NA,"Medium"
918,"Male","White",2023,"Revocation","Medium"
919,"Male","White",2020,"Regular","High"
920,"Male","White",2017,"Regular","High"
921,"Male","White",2022,"Revocation","Medium"
922,"Male","White",2022,"Revocation","High"
923,"Male","White",2016,"Other","Medium"
924,"Male","White",2016,"Other","High"
925,"Male","Black",2021,"Regular","High"
926,"Male","White",2020,"Regular","High"
927,"Male","White",2021,"Regular","High"
928,"Male","White",2019,"Regular","Medium"
929,"Male","White",2018,NA,"High"
930,"Male","American Indian or Alaskan Native",2018,NA,"Medium"
931,"Male","White",2023,"Revocation","Medium"
932,"Male","White",2022,"Revocation","High"
933,NA,"White",2020,"Regular","Medium"
934,"Male","White",2017,"Regular","High"
935,"Female","White",2023,"Revocation","Low"
936,"Male","White",2019,"Regular","High"
937,"Male","White",2023,"Revocation",NA
938,NA,"White",2020,"Regular","Low"
939,"Female","White",2021,"Regular","Medium"
940,"Male","White",2023,"Revocation","High"
941,"Male","White",2019,"Regular","Medium"
942,"Male","White",2021,"Regular","Medium"
943,"Male","White",2018,NA,"High"
944,"Male","White",2018,NA,"High"
945,"Male","White",2017,"Regular","High"
946,"Male","White",2022,"Revocation","Medium"
947,"Male","White",2019,"Regular","High"
948,"Female","White",2019,"Regular","Low"
949,"Male","Black",2020,"Regular","High"
950,"Male","White",2020,"Regular","High"
951,"Male","White",2021,"Regular","High"
952,"Male","White",2021,"Regular","High"
953,"Male","White",2023,"Revocation","High"
954,"Male","White",2018,NA,"High"
955,"Male","White",2017,"Regular","Medium"
956,"Male","White",2023,"Revocation","High"
957,"Male","White",2018,NA,"High"
958,"Male","White",2017,"Other","Medium"
959,"Male","White",2021,"Regular","Medium"
960,"Male",NA,2022,"Revocation",NA
961,"Male","White",2023,"Revocation","High"
962,NA,"White",2023,"Revocation","Medium"
963,"Male","American Indian or Alaskan Native",2016,"Other","High"
964,"Male","White",2020,"Regular","High"
965,"Male","White",2020,"Regular","High"
966,"Male","White",2021,"Regular","High"
967,"Male","White",2021,"Regular","Medium"
968,"Male","White",2019,"Regular","High"
969,"Male",NA,2020,"Regular","High"
970,"Male","Black",2018,NA,"High"
971,"Male","White",2021,"Regular","High"
972,"Female","White",2018,NA,"Medium"
973,NA,"White",2016,"Other","Low"
974,NA,"White",2018,NA,"Low"
975,"Male","White",2019,"Regular","High"
976,"Female","White",2021,"Regular","Medium"
977,"Male","White",2022,"Revocation",NA
978,"Male","Black",2018,NA,"Medium"
979,"Male","White",2021,"Regular","Medium"
980,"Male","White",2017,"Other","High"
981,"Male","White",2019,"Regular","High"
982,"Male","White",2022,"Regular",NA
983,"Male","White",2021,"Regular","High"
984,"Female","American Indian or Alaskan Native",2018,NA,"Medium"
985,"Female","White",2018,NA,"Low"
986,"Male","White",2017,"Regular","Medium"
987,"Male","White",2022,"Revocation","Medium"
988,"Male","White",2023,"Revocation","Medium"
989,"Male","White",2016,"Disciplinary","High"
990,"Female","White",2022,"Revocation","Medium"
991,"Female","White",2017,"Regular","Medium"
992,"Male","White",2019,"Regular","High"
993,"Female","White",2019,"Regular","Medium"
994,"Male","White",2019,"Regular","Medium"
995,"Male","White",2019,"Regular",NA
996,"Male","White",2019,"Regular","Medium"
997,"Male","White",2021,"Regular","High"
998,"Male","White",2020,"Regular","High"
999,"Female","White",2023,"Revocation","Medium"
1000,"Male",NA,2022,"Revocation","High"
1001,"Male","White",2023,"Revocation","Medium"
1002,"Female","White",2019,"Regular","Medium"
1003,"Male","White",2023,"Revocation","High"
1004,"Female","Unknown",2017,"Regular","Low"
1005,"Male","White",2023,"Revocation","Medium"
1006,"Male","White",2018,NA,"High"
1007,"Male","White",2022,"Revocation","High"
1008,"Male","White",2018,NA,"Medium"
1009,"Male","White",2018,NA,"High"
1010,"Female","White",2016,"Other","Medium"
1011,"Male","White",2020,"Regular","High"
1012,"Male","White",2019,"Regular","Medium"
1013,"Male","White",2022,"Revocation","Medium"
1014,NA,"White",2016,"Disciplinary","Medium"
1015,"Male","White",2016,"Other","High"
1016,"Male",NA,2021,"Regular","Medium"
1017,"Male","White",2019,"Regular","High"
1018,"Male","American Indian or Alaskan Native",2017,"Regular","Medium"
1019,"Male","White",2022,"Revocation","High"
1020,"Male","White",2021,"Regular","Medium"
1021,"Female","Black",2019,"Regular","Medium"
1022,"Male","American Indian or Alaskan Native",2021,"Regular","High"
1023,"Female","White",2019,"Regular","Low"
1024,"Male","White",2021,"Regular","Medium"
1025,"Male","White",2016,"Disciplinary","Medium"
1026,"Male","White",2022,"Revocation","Medium"
1027,"Male","White",2022,"Revocation","High"
1028,"Male","White",2018,NA,"Medium"
1029,"Male","White",2018,NA,"Medium"
1030,"Male","White",2018,NA,"High"
1031,"Male","White",2016,"Disciplinary","Medium"
1032,"Male","White",2021,"Regular","Medium"
1033,"Male","White",2021,"Regular","High"
1034,"Male","White",2023,"Revocation","High"
1035,"Male","White",2023,"Revocation","Medium"
1036,"Male","White",2022,"Revocation","Medium"
1037,"Male","White",2021,"Regular","High"
1038,"Male","White",2023,"Revocation","High"
1039,"Male","White",2020,"Regular","High"
1040,"Male","White",2022,"Revocation","High"
1041,"Male","White",2020,"Regular","High"
1042,"Female","White",2016,"Disciplinary","Low"
1043,"Male","White",2018,NA,"Medium"
1044,"Male","White",2023,"Revocation",NA
1045,"Male","White",2019,"Regular","Medium"
1046,"Male","White",2016,"Other","Medium"
1047,"Male","White",2016,"Other","High"
1048,"Male","White",2023,"Revocation",NA
1049,NA,"White",2020,"Regular","Low"
1050,"Male","White",2019,"Regular","High"
1051,"Male","White",2022,"Regular","Medium"
1052,"Male","White",2022,"Revocation",NA
1053,"Female","White",2019,"Regular","Medium"
1054,"Male","White",2023,"Revocation","Medium"
1055,NA,"White",2016,"Other","Medium"
1056,"Male","White",2022,"Revocation","Medium"
1057,"Male","White",2020,"Regular","Medium"
1058,"Male","Unknown",2016,"Other","High"
1059,"Male","White",2018,NA,"High"
1060,"Male","White",2019,"Regular","Medium"
