"state","metric","year","total"
"Georgia","Probation Violation Admissions","2020",2197
"Georgia","Probation New Offense Violation Admissions","2020",NA
"Georgia","Probation Technical Violation Admissions","2020",NA
"Georgia","Parole Violation Admissions","2020",1902
"Georgia","Parole New Offense Violation Admissions","2020",1233
"Georgia","Parole Technical Violation Admissions","2020",669
"Georgia","Total Population","2020",47709
"Georgia","Supervision Violation Population","2020",9295
"Georgia","Probation Violation Population","2020",4941
"Georgia","Probation New Offense Violation Population","2020",NA
"Georgia","Probation Technical Violation Population","2020",NA
"Georgia","Parole Violation Population","2020",4354
"Georgia","Parole New Offense Violation Population","2020",2787
"Georgia","Parole Technical Violation Population","2020",1567
"Georgia","Total Admissions","2021",13611
"Georgia","Supervision Violation Admissions","2021",5141
"Georgia","Probation Violation Admissions","2021",2994
"Georgia","Probation New Offense Violation Admissions","2021",NA
"Georgia","Probation Technical Violation Admissions","2021",NA
"Georgia","Parole Violation Admissions","2021",2147
"Georgia","Parole New Offense Violation Admissions","2021",1301
"Georgia","Parole Technical Violation Admissions","2021",846
"Georgia","Total Population","2021",47020
"Georgia","Supervision Violation Population","2021",9317
"Georgia","Probation Violation Population","2021",5231
"Georgia","Probation New Offense Violation Population","2021",NA
"Georgia","Probation Technical Violation Population","2021",NA
"Georgia","Parole Violation Population","2021",4062
"Georgia","Parole New Offense Violation Population","2021",2560
"Georgia","Parole Technical Violation Population","2021",1502
"Hawaii","Total Admissions","2018",7829
"Hawaii","Supervision Violation Admissions","2018",3199
"Hawaii","Probation Violation Admissions","2018",2896
"Hawaii","Probation New Offense Violation Admissions","2018",1788
"Hawaii","Probation Technical Violation Admissions","2018",1108
"Hawaii","Parole Violation Admissions","2018",303
"Hawaii","Parole New Offense Violation Admissions","2018",166
"Hawaii","Parole Technical Violation Admissions","2018",137
"Hawaii","Total Population","2018",4396
"Hawaii","Supervision Violation Population","2018",1232
"Hawaii","Probation Violation Population","2018",504
"Hawaii","Probation New Offense Violation Population","2018",438
"Hawaii","Probation Technical Violation Population","2018",66
"Hawaii","Parole Violation Population","2018",728
"Hawaii","Parole New Offense Violation Population","2018",549
"Hawaii","Parole Technical Violation Population","2018",179
"Hawaii","Total Admissions","2019",8270
"Hawaii","Supervision Violation Admissions","2019",2810
"Hawaii","Probation Violation Admissions","2019",2477
"Hawaii","Probation New Offense Violation Admissions","2019",1488
"Hawaii","Probation Technical Violation Admissions","2019",989
"Hawaii","Parole Violation Admissions","2019",333
"Hawaii","Parole New Offense Violation Admissions","2019",189
"Hawaii","Parole Technical Violation Admissions","2019",144
"Hawaii","Total Population","2019",4337
"Hawaii","Supervision Violation Population","2019",1417
"Hawaii","Probation Violation Population","2019",632
"Hawaii","Probation New Offense Violation Population","2019",509
"Hawaii","Probation Technical Violation Population","2019",123
"Hawaii","Parole Violation Population","2019",785
"Hawaii","Parole New Offense Violation Population","2019",631
"Hawaii","Parole Technical Violation Population","2019",154
"Hawaii","Total Admissions","2020",6158
"Hawaii","Supervision Violation Admissions","2020",2547
"Hawaii","Probation Violation Admissions","2020",2197
"Hawaii","Probation New Offense Violation Admissions","2020",1320
"Hawaii","Probation Technical Violation Admissions","2020",877
"Hawaii","Parole Violation Admissions","2020",350
"Hawaii","Parole New Offense Violation Admissions","2020",211
"Hawaii","Parole Technical Violation Admissions","2020",139
"Hawaii","Total Population","2020",3334
"Hawaii","Supervision Violation Population","2020",1163
"Hawaii","Probation Violation Population","2020",396
"Hawaii","Probation New Offense Violation Population","2020",193
"Hawaii","Probation Technical Violation Population","2020",203
"Hawaii","Parole Violation Population","2020",767
"Hawaii","Parole New Offense Violation Population","2020",393
"Hawaii","Parole Technical Violation Population","2020",374
"Hawaii","Total Admissions","2021",3066
"Hawaii","Supervision Violation Admissions","2021",1273
"Hawaii","Probation Violation Admissions","2021",836
"Hawaii","Probation New Offense Violation Admissions","2021",536
"Hawaii","Probation Technical Violation Admissions","2021",300
"Hawaii","Parole Violation Admissions","2021",437
"Hawaii","Parole New Offense Violation Admissions","2021",257
"Hawaii","Parole Technical Violation Admissions","2021",180
"Hawaii","Total Population","2021",3208
"Hawaii","Supervision Violation Population","2021",926
"Hawaii","Probation Violation Population","2021",291
"Hawaii","Probation New Offense Violation Population","2021",84
"Hawaii","Probation Technical Violation Population","2021",207
"Hawaii","Parole Violation Population","2021",635
"Hawaii","Parole New Offense Violation Population","2021",320
"Hawaii","Parole Technical Violation Population","2021",315
"Idaho","Total Admissions","2018",6880
"Idaho","Supervision Violation Admissions","2018",4922
"Idaho","Probation Violation Admissions","2018",3196
"Idaho","Probation New Offense Violation Admissions","2018",2545
"Idaho","Probation Technical Violation Admissions","2018",651
"Idaho","Parole Violation Admissions","2018",1726
"Idaho","Parole New Offense Violation Admissions","2018",1500
"Idaho","Parole Technical Violation Admissions","2018",226
"Idaho","Total Population","2018",8651
"Idaho","Supervision Violation Population","2018",3776
"Idaho","Probation Violation Population","2018",2559
"Idaho","Probation New Offense Violation Population","2018",1915
"Idaho","Probation Technical Violation Population","2018",644
"Idaho","Parole Violation Population","2018",1217
"Idaho","Parole New Offense Violation Population","2018",993
"Idaho","Parole Technical Violation Population","2018",224
"Idaho","Total Admissions","2019",7323
"Idaho","Supervision Violation Admissions","2019",5267
"Idaho","Probation Violation Admissions","2019",3396
"Idaho","Probation New Offense Violation Admissions","2019",2666
"Idaho","Probation Technical Violation Admissions","2019",730
"Idaho","Parole Violation Admissions","2019",1871
"Idaho","Parole New Offense Violation Admissions","2019",1604
"Idaho","Parole Technical Violation Admissions","2019",267
"Idaho","Total Population","2019",9038
"Idaho","Supervision Violation Population","2019",3903
"Idaho","Probation Violation Population","2019",2639
"Idaho","Probation New Offense Violation Population","2019",1912
"Idaho","Probation Technical Violation Population","2019",727
"Idaho","Parole Violation Population","2019",1264
"Idaho","Parole New Offense Violation Population","2019",999
"Idaho","Parole Technical Violation Population","2019",265
"Idaho","Total Admissions","2020",5732
"Idaho","Supervision Violation Admissions","2020",4095
"Idaho","Probation Violation Admissions","2020",2711
"Idaho","Probation New Offense Violation Admissions","2020",2152
"Idaho","Probation Technical Violation Admissions","2020",559
"Idaho","Parole Violation Admissions","2020",1384
"Idaho","Parole New Offense Violation Admissions","2020",1212
"Idaho","Parole Technical Violation Admissions","2020",172
"Idaho","Total Population","2020",8025
"Idaho","Supervision Violation Population","2020",3924
"Idaho","Probation Violation Population","2020",2730
"Idaho","Probation New Offense Violation Population","2020",2181
"Idaho","Probation Technical Violation Population","2020",549
"Idaho","Parole Violation Population","2020",1194
"Idaho","Parole New Offense Violation Population","2020",1023
"Idaho","Parole Technical Violation Population","2020",171
"Idaho","Total Admissions","2021",6747
"Idaho","Supervision Violation Admissions","2021",4761
"Idaho","Probation Violation Admissions","2021",2884
"Idaho","Probation New Offense Violation Admissions","2021",2280
"Idaho","Probation Technical Violation Admissions","2021",604
"Idaho","Parole Violation Admissions","2021",1877
"Idaho","Parole New Offense Violation Admissions","2021",1633
"Idaho","Parole Technical Violation Admissions","2021",244
"Idaho","Total Population","2021",8732
"Idaho","Supervision Violation Population","2021",3231
"Idaho","Probation Violation Population","2021",2054
"Idaho","Probation New Offense Violation Population","2021",1460
"Idaho","Probation Technical Violation Population","2021",594
"Idaho","Parole Violation Population","2021",1177
"Idaho","Parole New Offense Violation Population","2021",935
"Idaho","Parole Technical Violation Population","2021",242
"Illinois","Total Admissions","2018",23689
"Illinois","Supervision Violation Admissions","2018",8192
"Illinois","Probation Violation Admissions","2018",NA
"Illinois","Probation New Offense Violation Admissions","2018",NA
"Illinois","Probation Technical Violation Admissions","2018",NA
"Illinois","Parole Violation Admissions","2018",8192
"Illinois","Parole New Offense Violation Admissions","2018",1229
"Illinois","Parole Technical Violation Admissions","2018",6963
"Illinois","Total Population","2018",40872
"Illinois","Supervision Violation Population","2018",6276
"Illinois","Probation Violation Population","2018",NA
